date, pm25, pm10, o3, no2, so2
2022/5/22, 55, 19, 72, 2, 1
2022/5/23, 71, 14, 62, 1, 1
2022/5/24, 59, 19, 51, 1, 1
2022/5/25, 70, 15, 48, 1, 
2022/5/26, 56, 9, 46, 2, 1
2022/5/27, 44, 13, 66, 1, 1
2022/5/28, 53, 14, 73, 1, 1
2022/5/29, 57, 10, 42, 1, 1
2022/5/30, 40, 10, 53, 1, 1
2022/5/31, 45, 8, 45, 2, 1
2022/6/1, 42, 14, 68, 1, 1
2022/6/2, 57, 15, 65, 2, 1
2022/6/3, 65, 10, 50, 1, 1
2022/6/4, 41, 12, 44, 1, 1
2022/6/5, 47, 8, 45, 1, 1
2022/6/6, 28, 6, 39, 1, 1
2022/6/7, 21, 7, 38, 1, 1
2022/6/8, 24, 10, 42, 2, 1
2022/6/9, 43, 9, 35, 2, 1
2022/6/10, 46, 11, 29, 1, 1
2022/6/11, 50, 12, 43, 2, 1
2022/6/12, 52, 9, 40, 1, 1
2022/6/13, 36, 6, 41, 1, 1
2022/6/14, 31, 5, 31, 2, 1
2022/6/15, 21, 14, 40, 1, 1
2022/6/16, 47, 21, 31, 1, 1
2022/6/17, 66, 13, 30, 1, 1
2022/6/18, 37, 10, 31, 1, 1
2022/6/19, 31, 18, 24, 2, 1
2022/6/20, 57, 7, 20, 1, 1
2022/6/21, 27, 12, 32, 2, 1
2022/6/22, 39, 25, 27, 1, 1
2022/6/23, 63, 19, 13, 1, 1
2022/6/24, 56, 22, 23, 2, 1
2022/6/25, 58, 15, 25, 1, 1
2022/6/26, 44, 14, 22, 1, 1
2022/6/27, 49, 13, 13, 1, 
2022/6/28, 38, 12, 14, 2, 
2022/6/29, 36, 16, 29, 1, 1
2022/6/30, 44, 22, 54, 1, 2
2022/1/3, 36, 11, 33, 3, 1
2022/1/4, 49, 7, 28, 2, 1
2022/1/5, 22, 5, 28, 3, 
2022/1/6, 25, 7, 31, 3, 1
2022/1/7, 35, 8, 30, 3, 1
2022/1/8, 40, 11, 30, 4, 1
2022/1/9, 47, 11, 32, 4, 1
2022/1/10, 56, 10, 32, 5, 1
2022/1/11, 45, 7, 29, 1, 1
2022/1/12, 24, 9, 32, 3, 1
2022/1/13, 46, 7, 28, 1, 1
2022/1/14, 29, 5, 31, 2, 
2022/1/15, 21, 8, 29, 3, 1
2022/1/16, 28, 10, 31, 3, 1
2022/1/17, 45, 6, 30, 3, 1
2022/1/18, 35, 7, 32, 2, 1
2022/1/19, 32, 5, 30, 2, 1
2022/1/20, 28, 4, 33, 2, 1
2022/1/21, 21, 8, 32, 2, 1
2022/1/22, 33, 10, 20, 5, 1
2022/1/23, 46, 10, 34, 4, 1
2022/1/24, 31, 7, 29, 5, 1
2022/1/25, 32, 10, 30, 5, 1
2022/1/26, 56, 16, 36, 3, 1
2022/1/27, 64, 13, 37, 3, 1
2022/1/28, 63, 13, 36, 4, 1
2022/1/29, 60, 9, 32, 2, 1
2022/1/30, 34, 7, 31, 4, 1
2022/1/31, 26, 11, 35, 3, 1
2022/2/1, 34, 16, 39, 2, 1
2022/2/2, 67, 21, 35, 3, 1
2022/2/3, 69, 8, 36, 2, 1
2022/2/4, 36, 8, 35, 1, 1
2022/2/5, 36, 9, 34, 1, 1
2022/2/6, 29, 9, 35, 2, 
2022/2/7, 43, 9, 31, 3, 1
2022/2/8, 47, 6, 33, 3, 1
2022/2/9, 31, 5, 29, 3, 1
2022/2/10, 26, 9, 34, 3, 1
2022/2/11, 37, 6, 33, 2, 1
2022/2/12, 28, 8, 31, 2, 1
2022/2/13, 26, 10, 37, 3, 1
2022/2/14, 46, 11, 36, 3, 1
2022/2/15, 53, 9, 35, 2, 1
2022/2/16, 36, 7, 35, 1, 1
2022/2/17, 28, 7, 33, 2, 1
2022/2/18, 20, 9, 25, 6, 
2022/2/19, 30, 8, 35, 2, 1
2022/2/20, 33, 5, 35, 2, 1
2022/2/21, 32, 7, 34, 2, 1
2022/2/22, 34, 11, 35, 2, 1
2022/2/23, 43, 8, 35, 3, 1
2022/2/24, 33, 14, 39, 4, 1
2022/2/25, 53, 12, 45, 3, 1
2022/2/26, 54, 14, 42, 2, 1
2022/2/27, 59, 12, 38, 6, 1
2022/2/28, 58, 16, 21, 9, 1
2022/3/1, 60, 26, 32, 11, 1
2022/3/2, 79, 12, 41, 3, 
2022/3/3, 43, 12, 42, 3, 1
2022/3/4, 55, 16, 43, 2, 1
2022/3/5, 51, 11, 37, 1, 1
2022/3/6, 47, 9, 35, 2, 1
2022/3/7, 36, 10, 35, 4, 1
2022/3/8, 49, 21, 41, 6, 1
2022/3/9, 77, 24, 45, 6, 1
2022/3/10, 86, 25, 38, 8, 1
2022/3/11, 83, 19, 48, 4, 1
2022/3/12, 74, 21, 38, 3, 1
2022/3/13, 57, 14, 38, 4, 1
2022/3/14, 47, 14, 41, 5, 1
2022/3/15, 55, 13, 49, 5, 1
2022/3/16, 56, 14, 42, 8, 1
2022/3/17, 60, 10, 28, 8, 1
2022/3/18, 32, 6, 36, 2, 1
2022/3/19, 16, 6, 36, 2, 1
2022/3/20, 19, 5, 37, 2, 1
2022/3/21, 25, 7, 36, 4, 1
2022/3/22, 25, 8, 30, 4, 
2022/3/23, 37, 12, 41, 5, 1
2022/3/24, 57, 13, 49, 3, 1
2022/3/25, 60, 19, 48, 1, 1
2022/3/26, 42, 6, 41, 2, 1
2022/3/27, 25, 9, 39, 3, 1
2022/3/28, 40, 10, 33, 4, 1
2022/3/29, 39, 12, 40, 3, 1
2022/3/30, 45, 10, 36, 4, 1
2022/3/31, 44, 7, 40, 1, 1
2021/10/1, 34, 13, 45, 4, 1
2021/10/2, 50, 14, 53, 3, 1
2021/10/3, 54, 12, 32, 1, 1
2021/10/4, 41, 15, 43, 1, 1
2021/10/5, 50, 15, 45, 4, 1
2021/10/6, 57, 13, 40, 2, 1
2021/10/7, 47, 11, 31, 2, 1
2021/10/8, 46, 8, 33, 1, 1
2021/10/9, 36, 9, 27, 1, 1
2021/10/10, 29, 11, 23, 1, 
2021/10/11, 27, 10, 36, 3, 1
2021/10/12, 32, 9, 30, 5, 1
2021/10/13, 42, 6, 36, 2, 1
2021/10/14, 33, 12, 45, 2, 1
2021/10/15, 53, 15, 43, 2, 1
2021/10/16, 59, 7, 28, 2, 
2021/10/17, 18, 6, 35, 1, 1
2021/10/18, 17, 8, 31, 4, 1
2021/10/19, 28, 8, 31, 2, 1
2021/10/20, 21, 6, 30, 2, 1
2021/10/21, 14, 6, 32, 2, 1
2021/10/22, 24, 6, 32, 1, 1
2021/10/23, 20, 6, 33, 2, 1
2021/10/24, 26, 7, 29, 3, 
2021/10/25, 21, 5, 34, 3, 
2021/10/26, 17, 8, 31, 3, 1
2021/10/27, 28, 11, 43, 3, 1
2021/10/28, 49, 6, 32, 2, 1
2021/10/29, 23, 8, 33, 4, 1
2021/10/30, 35, 9, 35, 3, 1
2021/10/31, 35, 11, 30, 4, 1
2021/11/1, 39, 15, 41, 4, 1
2021/11/2, 58, 9, 37, 3, 1
2021/11/3, 40, 6, 31, 4, 1
2021/11/4, 27, 9, 38, 2, 1
2021/11/5, 34, 9, 33, 3, 1
2021/11/6, 32, 10, 38, 2, 1
2021/11/7, 36, 9, 36, 2, 1
2021/11/8, 27, 8, 29, 3, 1
2021/11/9, 32, 8, 31, 1, 1
2021/11/10, 22, 5, 28, 3, 1
2021/11/11, 26, 5, 30, 1, 1
2021/11/12, 16, 6, 30, 2, 1
2021/11/13, 22, 9, 30, 2, 1
2021/11/14, 33, 16, 45, 4, 1
2021/11/15, 50, 21, 44, 5, 1
2021/11/16, 67, 18, 43, 3, 1
2021/11/17, 59, 16, 39, 5, 1
2021/11/18, 57, 26, 41, 5, 1
2021/11/19, 76, 21, 44, 5, 1
2021/11/20, 71, 19, 38, 3, 1
2021/11/21, 64, 12, 30, 4, 2
2021/11/22, 41, 7, 28, 3, 1
2021/11/23, 24, 8, 28, 2, 1
2021/11/24, 23, 11, 32, 2, 
2021/11/25, 37, 11, 34, 3, 1
2021/11/26, 46, 4, 28, 2, 1
2021/11/27, 20, 3, 28, 1, 1
2021/11/28, 16, 8, 22, 3, 1
2021/11/29, 20, 7, 35, 2, 1
2021/11/30, 19, 7, 31, 1, 1
2021/12/1, 20, 6, 26, 2, 
2021/12/2, 15, 5, 25, 3, 1
2021/12/3, 32, 7, 28, 2, 1
2021/12/4, 23, 7, 27, 3, 1
2021/12/5, 21, 6, 25, 4, 1
2021/12/6, 27, 6, 28, 6, 1
2021/12/7, 26, 9, 32, 3, 1
2021/12/8, 35, 6, 28, 3, 1
2021/12/9, 26, 9, 24, 5, 1
2021/12/10, 37, 13, 23, 5, 2
2021/12/11, 55, 13, 29, 4, 1
2021/12/12, 59, 9, 31, 3, 1
2021/12/13, 33, 5, 28, 4, 1
2021/12/14, 32, 11, 33, 4, 1
2021/12/15, 41, 7, 35, 2, 1
2021/12/16, 33, 9, 34, 3, 1
2021/12/17, 39, 5, 29, 1, 1
2021/12/18, 19, 7, 29, 2, 2
2021/12/19, 24, 8, 33, 2, 1
2021/12/20, 31, 8, 27, 3, 1
2021/12/21, 38, 8, 30, 4, 1
2021/12/22, 41, 5, 29, 4, 1
2021/12/23, 28, 14, 20, 7, 1
2021/12/24, 51, 14, 34, 4, 1
2021/12/25, 51, 4, 30, 1, 1
2021/12/26, 16, 4, 30, 1, 1
2021/12/27, 13, 6, 30, 2, 
2021/12/28, 24, 8, 27, 3, 1
2021/12/29, 40, 9, 32, 1, 1
2021/12/30, 45, 5, 32, 1, 
2021/12/31, 22, 6, 32, 1, 1
2022/1/1, 16, 5, 30, 1, 1
2022/1/2, 22, 7, 36, 1, 1
2021/7/1, 17, 9, 21, 5, 
2021/7/2, 20, 16, 33, 3, 
2021/7/3, 43, 20, 21, 1, 1
2021/7/4, 48, 20, 19, 2, 1
2021/7/5, 54, 29, 26, 2, 1
2021/7/6, 67, 27, 20, 3, 1
2021/7/7, 61, 18, 8, 10, 1
2021/7/8, 45, 21, 22, 4, 
2021/7/9, 49, 20, 27, 3, 1
2021/7/10, 53, 16, 40, 1, 1
2021/7/11, 55, 14, 33, 3, 
2021/7/12, 49, 14, 33, 2, 1
2021/7/13, 31, 19, 34, 1, 1
2021/7/14, 47, 10, 41, 2, 1
2021/7/15, 32, 10, 20, 2, 1
2021/7/16, 27, 11, 13, 5, 1
2021/7/17, 28, 14, 13, 3, 1
2021/7/18, 25, 10, 9, 1, 1
2021/7/19, 21, 8, 18, 2, 1
2021/7/20, 31, 9, 19, 1, 1
2021/7/21, 31, 9, 25, 2, 1
2021/7/22, 32, 11, 25, 1, 1
2021/7/23, 26, 8, 15, 1, 1
2021/7/24, 17, 9, 20, 1, 1
2021/7/25, 22, 12, 22, 2, 1
2021/7/26, 32, 13, 34, 4, 1
2021/7/27, 54, 16, 34, 1, 1
2021/7/28, 56, 18, 30, 1, 1
2021/7/29, 52, 19, 52, 1, 1
2021/7/30, 59, 27, 62, 3, 1
2021/7/31, 73, 27, 39, 1, 1
2021/8/1, 74, 21, 24, 1, 1
2021/8/2, 66, 19, 23, 2, 1
2021/8/3, 51, 12, 15, 2, 1
2021/8/4, 23, 12, 36, 1, 1
2021/8/5, 35, 12, 25, 1, 1
2021/8/6, 35, 11, 26, 1, 1
2021/8/7, 23, 16, 24, 2, 1
2021/8/8, 41, 21, 24, 1, 1
2021/8/9, 34, 14, 37, 1, 1
2021/8/10, 42, 17, 34, 2, 1
2021/8/11, 52, 16, 28, 2, 
2021/8/12, 42, 10, 8, 1, 1
2021/8/13, 18, 14, 10, 1, 
2021/8/14, 32, 9, 41, 2, 1
2021/8/15, 27, 8, 30, 1, 1
2021/8/16, 30, 8, 18, 1, 
2021/8/17, 18, 10, 15, 1, 1
2021/8/18, 18, 10, 32, 1, 
2021/8/19, 19, 6, 27, 1, 1
2021/8/20, 20, 7, 18, 1, 1
2021/8/21, 16, 7, 8, 1, 
2021/8/22, 19, 10, 10, 1, 
2021/8/23, 31, 13, 10, 1, 
2021/8/24, 23, 15, 17, 2, 1
2021/8/25, 45, 25, 15, 3, 1
2021/8/26, 61, 24, 49, 2, 1
2021/8/27, 66, 20, 32, 1, 1
2021/8/28, 57, 20, 40, 1, 1
2021/8/29, 55, 21, 41, 2, 1
2021/8/30, 61, 22, 58, 3, 1
2021/8/31, 65, 33, 32, 2, 1
2021/9/1, 75, 25, 25, 2, 1
2021/9/2, 63, 8, 29, 3, 1
2021/9/3, 21, 15, 32, 2, 1
2021/9/4, 42, 9, 36, 1, 
2021/9/5, 35, 11, 39, 2, 1
2021/9/6, 36, 11, 36, 2, 1
2021/9/7, 33, 13, 35, 1, 
2021/9/8, 29, 9, 36, 2, 1
2021/9/9, 32, 11, 45, 2, 1
2021/9/10, 46, 13, 45, 1, 1
2021/9/11, 55, 15, 27, 1, 
2021/9/12, 52, 13, 44, 2, 1
2021/9/13, 49, 9, 28, 2, 
2021/9/14, 38, 7, 30, 2, 
2021/9/15, 31, 10, 35, 2, 
2021/9/16, 35, 14, 33, 1, 
2021/9/17, 31, 11, 31, 1, 
2021/9/18, 22, 6, 38, 2, 
2021/9/19, 28, 10, 41, 1, 1
2021/9/20, 43, 10, 34, 2, 1
2021/9/21, 33, 10, 27, 2, 
2021/9/22, 35, 13, 42, 2, 1
2021/9/23, 52, 12, 43, 4, 1
2021/9/24, 50, 10, 40, 2, 
2021/9/25, 40, 11, 32, 2, 1
2021/9/26, 42, 10, 34, 3, 1
2021/9/27, 33, 9, 34, 2, 1
2021/9/28, 39, 10, 32, 1, 1
2021/9/29, 31, 13, 38, 3, 1
2021/9/30, 38, 8, 38, 4, 
2021/4/10, 36, 8, 44, 1, 1
2021/4/11, 32, 11, 40, 2, 1
2021/4/12, 37, 9, 39, 1, 
2021/4/13, 23, 11, 44, 2, 1
2021/4/14, 41, 7, 40, 1, 1
2021/4/15, 27, 9, 38, 1, 
2021/4/16, 28, 8, 35, 5, 1
2021/4/17, 24, 16, 37, 1, 1
2021/4/18, 49, 13, 47, 1, 1
2021/4/19, 49, 15, 46, 5, 1
2021/4/20, 58, 21, 64, 4, 1
2021/4/21, 71, 13, 47, 3, 1
2021/4/22, 50, 14, 40, 3, 1
2021/4/23, 49, 10, 43, 1, 1
2021/4/24, 38, 14, 43, 1, 1
2021/4/25, 45, 8, 42, 1, 1
2021/4/26, 32, 6, 29, 2, 1
2021/4/27, 31, 8, 32, 1, 1
2021/4/28, 28, 5, 32, 4, 
2021/4/29, 18, 13, 50, 1, 1
2021/4/30, 49, 18, 48, 1, 1
2021/5/1, 56, 10, 46, 1, 1
2021/5/2, 34, 11, 47, 1, 1
2021/5/3, 39, 10, 47, 2, 1
2021/5/4, 41, 14, 46, 1, 1
2021/5/5, 27, 15, 58, 2, 1
2021/5/6, 48, 15, 46, 1, 
2021/5/7, 49, 10, 40, 1, 
2021/5/8, 45, 21, 51, 2, 1
2021/5/9, 70, 11, 48, 2, 1
2021/5/10, 47, 15, 60, 3, 1
2021/5/11, 52, 13, 39, 5, 1
2021/5/12, 48, 14, 51, 3, 
2021/5/13, 37, 8, 37, 3, 1
2021/5/14, 37, 10, 37, 2, 1
2021/5/15, 27, 13, 32, 1, 
2021/5/16, 24, 19, 12, 4, 
2021/5/17, 51, 18, 36, 6, 1
2021/5/18, 49, 26, 20, 9, 1
2021/5/19, 58, 21, 18, 6, 1
2021/5/20, 46, 11, 36, 2, 
2021/5/21, 34, 14, 45, 1, 
2021/5/22, 51, 10, 54, 2, 1
2021/5/23, 46, 15, 42, 2, 1
2021/5/24, 57, 12, 64, 1, 1
2021/5/25, 49, 24, 49, 3, 1
2021/5/26, 69, 10, 45, 2, 
2021/5/27, 33, 11, 52, 2, 1
2021/5/28, 42, 15, 55, 3, 1
2021/5/29, 62, 15, 55, 2, 1
2021/5/30, 56, 12, 54, 3, 1
2021/5/31, 49, 15, 59, 2, 1
2021/6/1, 58, 12, 37, 1, 1
2021/6/2, 47, 11, 35, 1, 1
2021/6/3, 36, 8, 38, 3, 
2021/6/4, 23, 13, 42, 3, 1
2021/6/5, 46, 13, 44, 1, 1
2021/6/6, 49, 14, 61, 3, 2
2021/6/7, 61, 22, 77, 3, 1
2021/6/8, 76, 20, 78, 2, 1
2021/6/9, 69, 16, 55, 1, 1
2021/6/10, 59, 13, 41, 3, 2
2021/6/11, 47, 10, 30, 2, 1
2021/6/12, 41, 13, 30, 1, 1
2021/6/13, 41, 12, 25, 4, 1
2021/6/14, 39, 12, 28, 1, 1
2021/6/15, 34, 7, 25, 2, 1
2021/6/16, 23, 6, 36, 1, 1
2021/6/17, 26, 8, 31, 2, 1
2021/6/18, 28, 8, 28, 2, 1
2021/6/19, 19, 12, 38, 3, 1
2021/6/20, 45, 12, 48, 2, 1
2021/6/21, 46, 15, 46, 3, 1
2021/6/22, 58, 14, 42, 2, 1
2021/6/23, 54, 15, 41, 2, 1
2021/6/24, 53, 9, 42, 1, 1
2021/6/25, 35, 10, 33, 1, 1
2021/6/26, 35, 6, 32, 3, 1
2021/6/27, 27, 8, 33, 3, 1
2021/6/28, 34, 9, 47, 2, 1
2021/6/29, 38, 9, 33, 2, 1
2021/6/30, 30, 10, 26, 3, 
2021/1/4, 34, 13, 28, 5, 2
2021/1/5, 48, 10, 29, 3, 1
2021/1/6, 40, 6, 27, 2, 1
2021/1/7, 21, 6, 26, 2, 1
2021/1/8, 19, 5, 29, 1, 1
2021/1/9, 19, 6, 28, 1, 1
2021/1/10, 23, 8, 29, 2, 1
2021/1/11, 29, 9, 22, 4, 
2021/1/12, 31, 13, 26, 3, 1
2021/1/13, 53, 21, 24, 6, 1
2021/1/14, 62, 21, 32, 4, 1
2021/1/15, 62, 18, 31, 5, 
2021/1/16, 59, 12, 30, 2, 
2021/1/17, 41, 7, 29, 2, 1
2021/1/18, 19, 10, 30, 2, 1
2021/1/19, 38, 7, 29, 3, 1
2021/1/20, 20, 12, 24, 7, 1
2021/1/21, 38, 26, 11, 14, 
2021/1/22, 70, 15, 31, 8, 
2021/1/23, 43, 8, 27, 3, 
2021/1/24, 24, 9, 32, 2, 
2021/1/25, 21, 9, 34, 4, 
2021/1/26, 29, 9, 33, 3, 
2021/1/27, 31, 14, 28, 5, 1
2021/1/28, 50, 6, 32, 1, 
2021/1/29, 23, 9, 33, 1, 
2021/1/30, 38, 16, 33, 2, 1
2021/1/31, 61, 11, 37, 1, 1
2021/2/1, 48, 17, 37, 2, 
2021/2/2, 51, 9, 34, 2, 1
2021/2/3, 51, 11, 36, 3, 1
2021/2/4, 52, 9, 34, 5, 1
2021/2/5, 45, 11, 31, 5, 1
2021/2/6, 52, 17, 42, 2, 1
2021/2/7, 65, 20, 34, 3, 1
2021/2/8, 58, 6, 29, 3, 1
2021/2/9, 37, 11, 33, 4, 2
2021/2/10, 44, 20, 41, 5, 1
2021/2/11, 73, 24, 35, 7, 
2021/2/12, 80, 24, 33, 7, 1
2021/2/13, 69, 8, 32, 1, 
2021/2/14, 32, 8, 38, 4, 
2021/2/15, 33, 9, 32, 3, 1
2021/2/16, 38, 6, 32, 1, 1
2021/2/17, 30, 7, 33, 1, 1
2021/2/18, 30, 5, 33, 2, 1
2021/2/19, 26, 10, 39, 2, 
2021/2/20, 46, 15, 46, 2, 1
2021/2/21, 63, 13, 41, 2, 1
2021/2/22, 56, 14, 39, 1, 
2021/2/23, 55, 8, 36, 1, 1
2021/2/24, 35, 7, 33, 4, 1
2021/2/25, 28, 7, 32, 5, 1
2021/2/26, 31, 7, 36, 1, 1
2021/2/27, 30, 7, 32, 3, 1
2021/2/28, 30, 10, 32, 6, 1
2021/3/1, 29, 14, 33, 1, 
2021/3/2, 14, 6, 36, 2, 1
2021/3/3, 29, 7, 33, 3, 
2021/3/4, 30, 8, 29, 6, 
2021/3/5, 29, 13, 39, 4, 
2021/3/6, 42, 7, 36, 3, 1
2021/3/7, 30, 5, 32, 5, 1
2021/3/8, 27, 9, 29, 6, 1
2021/3/9, 31, 12, 40, 5, 1
2021/3/10, 52, 9, 30, 7, 1
2021/3/11, 38, 15, 37, 13, 1
2021/3/12, 56, 10, 40, 3, 1
2021/3/13, 28, 12, 41, 2, 1
2021/3/14, 47, 23, 47, 4, 1
2021/3/15, 78, 24, 30, 8, 1
2021/3/16, 78, 22, 41, 6, 1
2021/3/17, 67, 15, 39, 3, 1
2021/3/18, 50, 12, 37, 5, 1
2021/3/19, 47, 14, 39, 3, 1
2021/3/20, 50, 11, 40, 3, 
2021/3/21, 25, 14, 35, 2, 1
2021/3/22, 58, 9, 40, 2, 1
2021/3/23, 42, 7, 43, 2, 1
2021/3/24, 36, 12, 31, 4, 1
2021/3/25, 43, 13, 48, 3, 1
2021/3/26, 55, 15, 58, 2, 1
2021/3/27, 52, 12, 47, 2, 1
2021/3/28, 34, 6, 24, 3, 
2021/3/29, 26, , , , 
2020/10/1, 37, 10, 39, 2, 1
2020/10/2, 29, 14, 41, 1, 1
2020/10/3, 50, 10, 32, 1, 1
2020/10/4, 37, 13, 37, 1, 1
2020/10/5, 39, 8, 33, 2, 1
2020/10/6, 27, 9, 33, 2, 1
2020/10/7, 23, 7, 36, 3, 
2020/10/8, 28, 5, 33, 3, 
2020/10/9, 22, 9, 32, 2, 1
2020/10/10, 27, 7, 32, 1, 1
2020/10/11, 31, 12, 31, 2, 1
2020/10/12, 37, 12, 35, 3, 1
2020/10/13, 38, 13, 40, 2, 1
2020/10/14, 47, 8, 36, 1, 1
2020/10/15, 25, 10, 34, 2, 1
2020/10/16, 30, 7, 30, 2, 1
2020/10/17, 18, 6, 31, 1, 1
2020/10/18, 24, 9, 23, 5, 
2020/10/19, 33, 9, 40, 2, 1
2020/10/20, 37, 12, 39, 1, 1
2020/10/21, 43, 8, 35, 1, 
2020/10/22, 40, 12, 35, 3, 1
2020/10/23, 28, 11, 38, 1, 1
2020/10/24, 32, 10, 41, 2, 1
2020/10/25, 39, 10, 38, 2, 1
2020/10/26, 29, 10, 36, 2, 1
2020/10/27, 33, 15, 34, 3, 1
2020/10/28, 47, 21, 44, 4, 
2020/10/29, 58, 8, 32, 2, 
2020/10/30, 24, 10, 33, 2, 
2020/10/31, 27, 10, 28, 1, 1
2020/11/1, 37, 8, 26, 4, 
2020/11/2, 30, 12, 33, 1, 1
2020/11/3, 38, 7, 33, 2, 1
2020/11/4, 27, 12, 35, 3, 1
2020/11/5, 35, 12, 20, 6, 1
2020/11/6, 39, 16, 21, 5, 1
2020/11/7, 50, 19, 41, 3, 1
2020/11/8, 49, 11, 35, 2, 1
2020/11/9, 37, 7, 30, 1, 1
2020/11/10, 32, 7, 30, 1, 1
2020/11/11, 27, 10, 25, 4, 1
2020/11/12, 26, 10, 23, 5, 1
2020/11/13, 33, 11, 35, 3, 1
2020/11/14, 30, 13, 24, 4, 1
2020/11/15, 36, 13, 28, 4, 1
2020/11/16, 42, 16, 36, 4, 1
2020/11/17, 49, 17, 36, 3, 1
2020/11/18, 53, 10, 31, 1, 1
2020/11/19, 28, 11, 30, 4, 1
2020/11/20, 34, 9, 31, 3, 1
2020/11/21, 39, 8, 23, 4, 1
2020/11/22, 26, 8, 30, 2, 1
2020/11/23, 23, 6, 27, 2, 
2020/11/24, 26, 9, 15, 8, 
2020/11/25, 33, 12, 29, 4, 1
2020/11/26, 39, 12, 27, 4, 
2020/11/27, 39, 9, 26, 2, 
2020/11/28, 31, 9, 27, 2, 
2020/11/29, 22, 8, 29, 3, 1
2020/11/30, 32, 7, 32, 2, 1
2020/12/1, 20, 7, 25, 3, 
2020/12/2, 23, 7, 30, 4, 1
2020/12/3, 32, 5, 27, 2, 1
2020/12/4, 22, 11, 30, 3, 1
2020/12/5, 34, 8, 32, 3, 1
2020/12/6, 30, 13, 29, 5, 1
2020/12/7, 34, 24, 31, 6, 1
2020/12/9, 31, 13, 25, 6, 1
2020/12/10, 42, 13, 28, 7, 1
2020/12/11, 38, 23, 37, 5, 1
2020/12/12, 66, 14, 32, 2, 1
2020/12/13, 46, 7, 28, 2, 
2020/12/14, 24, 5, 27, 1, 1
2020/12/15, 12, 5, 28, 1, 1
2020/12/16, 13, 5, 27, 2, 1
2020/12/17, 16, 6, 27, 2, 1
2020/12/18, 19, 10, 26, 3, 1
2020/12/19, 34, 6, 29, 1, 1
2020/12/20, 15, 6, 33, 2, 1
2020/12/21, 23, 10, 33, 2, 1
2020/12/22, 37, 18, 36, 3, 1
2020/12/23, 63, 17, 19, 6, 1
2020/12/24, 60, 13, 29, 3, 
2020/12/25, 41, 8, 28, 2, 1
2020/12/26, 27, 11, 28, 3, 1
2020/12/27, 38, 14, 25, 6, 1
2020/12/28, 48, 14, 26, 4, 1
2020/12/29, 45, 7, 29, 2, 1
2020/12/30, 20, 4, 28, , 1
2020/12/31, 12, 5, 29, 1, 1
2021/1/1, 15, 8, 28, 1, 1
2021/1/2, 28, 9, 29, 2, 1
2021/1/3, 35, 8, 30, 3, 1
2020/7/1, 42, 8, 39, 2, 1
2020/7/2, 27, 12, 32, 2, 1
2020/7/3, 33, 12, 26, 3, 1
2020/7/4, 34, 20, 36, 4, 1
2020/7/5, 42, 12, 11, 1, 
2020/7/6, 26, 14, 22, 4, 1
2020/7/7, 25, 14, 33, 1, 1
2020/7/8, 25, 10, 20, 2, 
2020/7/9, 25, 13, 8, 1, 
2020/7/10, 25, 12, 25, 2, 
2020/7/11, 30, 11, 33, 1, 1
2020/7/12, 34, 13, 26, 3, 1
2020/7/13, 24, 13, 17, 1, 
2020/7/14, 33, 10, 30, 1, 1
2020/7/15, 19, 10, 34, 2, 1
2020/7/16, 30, 15, 35, 4, 
2020/7/17, 31, 17, 34, 3, 1
2020/7/18, 30, 20, 33, 1, 1
2020/7/19, 47, 34, 31, 1, 1
2020/7/20, 66, 26, 34, 2, 2
2020/7/21, 61, 22, 47, 3, 1
2020/7/22, 44, 24, 38, 3, 1
2020/7/23, 46, 21, 24, 1, 1
2020/7/24, 40, 16, 29, 1, 1
2020/7/25, 20, 17, 37, 1, 1
2020/7/26, 34, 12, 23, 1, 1
2020/7/27, 25, 16, 12, 1, 1
2020/7/28, 30, 19, 21, 1, 
2020/7/29, 35, 18, 35, 1, 
2020/7/30, 39, 23, 37, 2, 
2020/7/31, 50, 22, 43, 4, 1
2020/8/1, 52, 23, 42, 2, 
2020/8/2, 49, 30, 25, 1, 1
2020/8/3, 63, 43, 34, 1, 1
2020/8/4, 88, 52, 43, 2, 1
2020/8/5, 105, 38, 26, 1, 1
2020/8/6, 71, 35, 26, 3, 1
2020/8/7, 73, 50, 18, 2, 1
2020/8/8, 101, 23, 14, 1, 
2020/8/9, 50, 13, 10, , 
2020/8/10, 24, 16, 16, 1, 1
2020/8/11, 34, 14, 22, 2, 1
2020/8/12, 41, 19, 37, 1, 
2020/8/13, 49, 24, 39, 1, 1
2020/8/14, 59, 22, 46, 1, 1
2020/8/15, 59, 19, 41, 2, 1
2020/8/16, 42, 26, 75, 2, 1
2020/8/17, 59, 29, 40, 2, 1
2020/8/18, 60, 29, 50, 3, 3
2020/8/19, 62, 36, 39, 2, 1
2020/8/20, 65, 35, 54, 2, 2
2020/8/21, 71, 33, 41, 3, 
2020/8/22, 65, 24, 42, 1, 
2020/8/23, 52, 32, 41, 1, 
2020/8/24, 66, 30, 29, 1, 1
2020/8/25, 63, 13, 36, 1, 1
2020/8/26, 34, 18, 28, 1, 1
2020/8/27, 37, 12, 22, 1, 1
2020/8/28, 27, 12, 17, 1, 1
2020/8/29, 24, 20, 32, 1, 1
2020/8/30, 41, 20, 42, 1, 1
2020/8/31, 49, 14, 26, 2, 1
2020/9/1, 37, 15, 14, 1, 
2020/9/2, 25, 26, 22, 1, 1
2020/9/3, 46, 15, 24, 1, 
2020/9/4, 38, 12, 20, 1, 
