date, pm25, pm10, o3, no2, so2, co
2024/8/31, 23, 13, 26, 2, 1, 
2024/9/1, 36, 16, 31, 1, 1, 
2024/9/2, 47, 16, 30, 1, 1, 
2024/9/3, 58, 11, 36, 1, 1, 
2024/9/4, 43, 13, 39, 1, 1, 
2024/9/5, 47, 22, 38, 1, 1, 
2024/9/6, 59, 19, 33, 1, 1, 
2024/9/7, 61, 21, 49, 1, 1, 
2024/9/8, 73, 19, 45, 1, 1, 
2024/9/9, 68, 9, 10, 1, , 
2024/9/10, 33, 4, 18, 1, 1, 
2024/9/11, 29, 8, 27, 1, 1, 
2024/9/12, 31, 10, 27, 1, 1, 
2024/9/13, 42, 9, 15, 1, 1, 
2024/9/14, 27, 5, 8, 1, , 
2024/9/15, 19, 7, 14, 1, 1, 
2024/9/16, 30, 7, 26, 1, 2, 
2024/9/17, 34, 9, 18, 1, 1, 
2024/9/18, 36, 6, 9, 1, 1, 
2024/9/19, 31, 7, 11, 1, 1, 
2024/9/20, 27, 6, 15, 1, 1, 
2024/9/21, 24, 7, 23, 1, , 
2024/9/22, 20, 5, 27, 1, 1, 
2024/9/23, 21, 7, 23, 1, 1, 
2024/9/24, 25, 11, 20, 1, , 
2024/9/25, 40, 10, 25, 1, , 
2024/9/26, 42, 7, 17, 1, 1, 
2024/9/27, 44, 9, 19, 1, 1, 
2024/9/28, 39, 11, 23, 1, 1, 
2024/9/29, 35, 9, 13, 1, , 
2024/9/30, 40, 9, 24, 2, 1, 
2024/4/1, 40, 13, 22, 3, 1, 
2024/4/2, 43, 7, 24, 4, , 
2024/4/3, 32, 7, 40, 3, 1, 
2024/4/4, 27, 13, 40, 2, , 
2024/4/5, 49, 16, 40, 3, 1, 
2024/4/6, 56, 19, 46, 4, 1, 
2024/4/7, 66, 15, 28, 3, , 
2024/4/8, 50, 6, 38, 3, 1, 
2024/4/9, 31, 10, 34, 2, , 
2024/4/10, 37, 7, 33, 2, , 
2024/4/11, 34, 7, 41, 1, 1, 
2024/4/12, 37, 13, 49, 2, 1, 
2024/4/13, 48, 11, 52, 1, 1, 
2024/4/14, 51, 11, 37, 2, , 
2024/4/15, 44, 4, 36, 2, , 
2024/4/16, 21, 11, 48, 2, 1, 
2024/4/17, 46, 43, 37, 3, 1, 
2024/4/18, 101, 37, 40, 2, 1, 
2024/4/19, 82, 12, 39, 1, , 
2024/4/20, 52, 12, 25, 2, , 
2024/4/21, 44, 13, 19, 6, 1, 
2024/4/22, 42, 4, 30, 2, , 
2024/4/23, 23, 5, 24, 4, 3, 
2024/4/24, 27, 9, 39, 1, , 
2024/4/25, 35, 10, 34, 3, 2, 
2024/4/26, 40, 13, 27, 3, 1, 
2024/4/27, 53, 15, 41, 2, 1, 
2024/4/28, 57, 10, 23, 2, , 
2024/4/29, 46, 12, 29, 2, 1, 
2024/4/30, 30, 7, 27, 2, , 
2024/5/1, 30, 9, 34, 1, 1, 
2024/5/2, 33, 9, 40, 1, 2, 
2024/5/3, 51, 9, 39, 2, 1, 
2024/5/4, 45, 7, 38, 1, , 
2024/5/5, 33, 6, 33, 1, , 
2024/5/6, 19, 12, 45, 2, 1, 
2024/5/7, 46, 11, 28, 2, , 
2024/5/8, 33, 5, 38, 1, 1, 
2024/5/9, 32, 6, 46, 2, , 
2024/5/10, 41, 5, 44, 1, , 
2024/5/11, 36, 11, 34, 1, , 
2024/5/12, 30, 6, 30, 1, , 
2024/5/13, 38, 10, 45, 2, 1, 
2024/5/14, 43, 10, 36, 1, , 
2024/5/15, 41, 6, 41, 2, 1, 
2024/5/16, 31, 10, 64, 2, 1, 
2024/5/17, 41, 8, 68, 2, 1, 
2024/5/18, 47, 8, 31, 1, , 
2024/5/19, 45, 7, 37, 2, 1, 
2024/5/20, 37, 12, 63, 2, 1, 
2024/5/21, 57, 15, 40, 2, 1, 
2024/5/22, 65, 21, 42, 4, 1, 
2024/5/23, 74, 16, 43, 3, 1, 
2024/5/24, 77, 8, 44, 1, 1, 
2024/5/25, 45, 10, 39, 1, , 
2024/5/26, 51, 26, 28, 2, , 
2024/5/27, 47, 3, 30, 4, , 
2024/5/28, 22, 4, 36, 1, 1, 
2024/5/29, 34, 8, 36, 5, 1, 
2024/5/30, 50, 12, 23, 3, 1, 
2024/5/31, 58, 10, 41, 2, 1, 
2024/6/1, 53, 10, 45, 1, 1, 
2024/6/2, 54, 9, 39, 1, 1, 
2024/6/3, 41, 7, 42, 1, 1, 
2024/6/4, 35, 5, 39, 1, 1, 
2024/6/5, 31, 10, 35, 1, 1, 
2024/6/6, 45, 10, 42, 1, 1, 
2024/6/7, 46, 4, 31, 1, , 
2024/6/8, 35, 4, 36, 1, , 
2024/6/9, 20, 6, 31, 2, , 
2024/6/10, 34, 8, 36, 2, 1, 
