date, pm25, pm10, o3, no2, so2
2020/4/5, 33, 9, 40, 1, 1
2020/4/6, 39, 14, 44, 1, 1
2020/4/7, 48, 19, 53, 2, 1
2020/4/8, 58, 14, 48, 2, 1
2020/4/9, 40, 10, 39, 1, 
2020/4/10, 34, 8, 38, 1, 
2020/4/11, 28, 6, 32, 2, 
2020/4/12, 29, 1, 38, 1, 
2020/4/13, 17, 9, 39, 1, 
2020/4/14, 32, 11, 37, 2, 1
2020/4/15, 39, 18, 46, 3, 1
2020/4/16, 53, 18, 57, 2, 1
2020/4/17, 53, 15, 42, 1, 1
2020/4/18, 42, 7, 42, 1, 1
2020/4/19, 23, 12, 45, 1, 1
2020/4/20, 35, 16, 32, 2, 1
2020/4/21, 46, 7, 40, 1, 1
2020/4/22, 37, 11, 41, 1, 1
2020/4/23, 33, 12, 43, 1, 1
2020/4/24, 40, 10, 50, 1, 2
2020/4/25, 39, 21, 69, 1, 2
2020/4/26, 61, 16, 48, 1, 1
2020/4/27, 53, 15, 53, 2, 1
2020/4/28, 42, 17, 57, 2, 6
2020/4/29, 52, 20, 53, 1, 1
2020/4/30, 61, 30, 44, 1, 4
2020/5/1, 85, 41, 40, 1, 5
2020/5/2, 104, 20, 41, 1, 
2020/5/3, 51, 5, 35, 1, 
2020/5/4, 22, 14, 42, 1, 1
2020/5/5, 42, 22, 37, 1, 
2020/5/6, 56, 8, 43, 1, 
2020/5/7, 35, 9, 48, 1, 
2020/5/8, 28, 12, 41, 1, 
2020/5/9, 30, 9, 30, 2, 
2020/5/10, 22, 14, 44, 1, 1
2020/5/11, 43, 15, 44, 2, 1
2020/5/12, 50, 19, 57, 1, 1
2020/5/13, 55, 11, 53, 1, 1
2020/5/14, 33, 14, 48, 1, 
2020/5/15, 43, 11, 42, 3, 
2020/5/16, 35, 18, 38, 3, 1
2020/5/17, 45, 17, 34, 2, 1
2020/5/18, 44, 15, 36, 1, 1
2020/5/19, 36, 16, 54, 1, 
2020/5/20, 40, 6, 36, 2, 2
2020/5/21, 30, 9, 44, 1, 1
2020/5/22, 38, 11, 49, 1, 1
2020/5/23, 36, 9, 41, , 
2020/5/24, 24, 5, 39, 1, 
2020/5/25, 20, 14, 38, 1, 1
2020/5/26, 38, 18, 49, 1, 1
2020/5/27, 55, 17, 53, 2, 1
2020/5/28, 53, 15, 63, 2, 1
2020/5/29, 50, 17, 55, 1, 1
2020/5/30, 50, 9, 40, 1, 
2020/5/31, 38, 8, 36, 1, 
2020/6/1, 24, 14, 43, 1, 1
2020/6/2, 38, 26, 45, 1, 1
2020/6/3, 61, 35, 64, 1, 1
2020/6/4, 83, 32, 60, 1, 1
2020/6/5, 84, 29, 34, 2, 1
2020/6/6, 68, 11, 41, 1, 
2020/6/7, 40, 15, 52, 1, 1
2020/6/8, 48, 16, 44, 1, 
2020/6/9, 44, 13, 39, 1, 1
2020/6/10, 23, 14, 15, 1, 
2020/6/11, 23, 18, 17, , 1
2020/6/12, 32, 21, 11, 1, 
2020/6/13, 43, 22, 16, 1, 
2020/6/14, 47, 23, 29, 1, 
2020/6/15, 49, 24, 57, 1, 1
2020/6/16, 58, 11, 40, 1, 1
2020/6/17, 32, 12, 39, 1, 
2020/6/18, 31, 5, 35, 1, 
2020/6/19, 27, 11, 37, 1, 
2020/6/20, 31, 10, 35, 1, 
2020/6/21, 28, 12, 41, 1, 
2020/6/22, 35, 17, 60, 1, 1
2020/6/23, 47, 15, 42, 1, 
2020/6/24, 35, 13, 32, 1, 
2020/6/25, 33, 24, 17, 1, 1
2020/6/26, 47, 22, 34, 1, 
2020/6/27, 48, 13, 36, 1, 
2020/6/28, 22, 17, 47, 1, 1
2020/6/29, 48, 22, 35, 1, 
2020/6/30, 32, 20, 44, 1, 1
2020/1/1, 22, 8, 27, 1, 1
2020/1/2, 26, 15, 30, 1, 1
2020/1/3, 49, 10, 32, 1, 1
2020/1/4, 40, 5, 30, 1, 
2020/1/5, 22, 4, 27, 2, 1
2020/1/6, 29, 6, 28, 2, 1
2020/1/7, 31, 9, 32, 2, 
2020/1/8, 29, 4, 30, 2, 1
2020/1/9, 20, 7, 31, 1, 1
2020/1/10, 33, 5, 22, 3, 1
2020/1/11, 27, 10, 17, 2, 1
2020/1/12, 30, 7, 29, 1, 1
2020/1/13, 27, 12, 28, 3, 1
2020/1/14, 39, 6, 29, 1, 
2020/1/15, 21, 8, 27, 2, 1
2020/1/16, 36, 12, 24, 4, 1
2020/1/17, 34, 5, 30, 1, 
2020/1/18, 26, 4, 29, 2, 1
2020/1/19, 22, 19, 35, 1, 1
2020/1/20, 60, 13, 32, 1, 1
2020/1/21, 48, 9, 24, 2, 1
2020/1/22, 29, 11, 17, 9, 1
2020/1/23, 35, 13, 30, 7, 1
2020/1/24, 34, 7, 30, 1, 1
2020/1/25, 29, 5, 27, 2, 1
2020/1/26, 20, 3, 26, 3, 
2020/1/27, 17, 3, 20, 2, 
2020/1/28, 16, 2, 27, 1, 
2020/1/29, 17, 4, 29, 1, 
2020/1/30, 18, 4, 31, 1, 1
2020/1/31, 21, 4, 30, 1, 
2020/2/1, 21, 13, 35, 2, 1
2020/2/2, 44, 20, 37, 1, 1
2020/2/3, 60, 10, 32, 2, 1
2020/2/4, 35, 10, 35, 1, 
2020/2/5, 41, 3, 29, 1, 
2020/2/6, 24, 4, 26, 4, 
2020/2/7, 19, 12, 35, 2, 
2020/2/8, 52, 5, 30, 1, 
2020/2/9, 25, 9, 35, 1, 
2020/2/10, 36, 8, 33, 1, 
2020/2/11, 29, 10, 35, 2, 
2020/2/12, 32, 12, 25, 4, 
2020/2/13, 38, 15, 16, 4, 
2020/2/14, 40, 12, 23, , 
2020/2/15, 38, 9, 25, , 
2020/2/16, 20, 8, 27, 1, 
2020/2/17, 27, 4, 30, 1, 
2020/2/18, 24, 5, 30, 3, 1
2020/2/19, 27, 11, 30, 4, 1
2020/2/20, 36, 9, 34, 3, 1
2020/2/21, 29, 10, 32, 2, 
2020/2/22, 35, 15, 35, 1, 
2020/2/23, 50, 10, 30, 2, 1
2020/2/24, 27, 11, 36, 2, 1
2020/2/25, 37, 13, 31, 10, 1
2020/2/26, 44, 4, 31, 1, 
2020/2/27, 24, 4, 28, 2, 
2020/2/28, 18, 2, 21, 3, 
2020/2/29, 21, 6, 30, 2, 
2020/3/1, 25, 13, 32, 3, 1
2020/3/2, 36, 8, 30, 1, 
2020/3/3, 22, 7, 17, 6, 
2020/3/4, 25, 10, 36, 2, 
2020/3/5, 38, 13, 38, 1, 1
2020/3/6, 54, 11, 41, 1, 1
2020/3/7, 41, 7, 37, 1, 1
2020/3/8, 34, 9, 37, 1, 1
2020/3/9, 26, 10, 37, 2, 1
2020/3/10, 30, 7, 39, 1, 
2020/3/11, 35, 9, 37, 1, 1
2020/3/12, 39, 8, 40, 1, 
2020/3/13, 33, 9, 34, 1, 2
2020/3/14, 36, 7, 36, 1, 
2020/3/15, 23, 6, 32, 1, 
2020/3/16, 27, 8, 36, 1, 1
2020/3/17, 29, 16, 46, 2, 1
2020/3/18, 48, 13, 36, 1, 1
2020/3/19, 54, 8, 35, 1, 
2020/3/20, 27, 9, 35, 1, 1
2020/3/21, 30, 19, 42, 2, 1
2020/3/22, 55, 17, 36, 2, 1
2020/3/23, 47, 15, 36, 1, 
2020/3/24, 44, 14, 36, 2, 
2020/3/25, 46, 14, 46, 1, 
2020/3/26, 46, 23, 27, 1, 
2020/3/27, 48, 8, 32, 1, 
2020/3/28, 24, 3, 34, 1, 
2020/3/29, 26, , , , 
2019/10/1, 49, 16, 35, , 
2019/10/2, 37, 20, 40, , 
2019/10/3, 38, 14, 27, 1, 
2019/10/4, 35, 13, 34, 1, 
2019/10/5, 37, 11, 28, 1, 
2019/10/6, 39, 9, 34, 1, 
2019/10/7, 29, 10, 29, 2, 2
2019/10/8, 35, 9, 34, 1, 
2019/10/9, 26, 14, 38, 2, 1
2019/10/10, 40, 15, 30, 2, 1
2019/10/11, 43, 7, 27, 1, 
2019/10/12, 30, 12, 29, 1, 
2019/10/13, 32, 13, 29, 1, 1
2019/10/14, 38, 10, 31, 1, 1
2019/10/15, 27, 10, 34, 1, 1
2019/10/16, 26, 13, 30, 3, 1
2019/10/17, 43, 14, 25, 3, 1
2019/10/18, 29, 9, 19, 2, 
2019/10/19, 22, 6, 32, 1, 1
2019/10/20, 31, 9, 25, 3, 
2019/10/21, 18, 9, 30, 1, 
2019/10/22, 36, 11, 31, 2, 1
2019/10/23, 35, 9, 29, 3, 1
2019/10/24, 31, 5, 30, 1, 
2019/10/25, 23, 9, 24, 2, 
2019/10/26, 33, 13, 37, 2, 2
2019/10/27, 53, 11, 31, 2, 2
2019/10/28, 34, 13, 23, 2, 1
2019/10/29, 39, 19, 34, 2, 1
2019/10/30, 56, 28, 33, 2, 2
2019/10/31, 69, 22, 36, 2, 1
2019/11/1, 59, 12, 33, 2, 1
2019/11/2, 40, 17, 24, 3, 2
2019/11/3, 54, 10, 30, 1, 1
2019/11/4, 31, 6, 31, 2, 
2019/11/5, 24, 10, 28, 3, 2
2019/11/6, 35, 9, 29, 2, 1
2019/11/7, 41, 12, 33, 1, 1
2019/11/8, 33, 7, 32, 2, 1
2019/11/9, 31, 5, 31, 1, 1
2019/11/10, 30, 13, 36, 3, 4
2019/11/11, 44, 10, 39, 3, 
2019/11/12, 32, 8, 39, 2, 1
2019/11/13, 31, 15, 29, 1, 1
2019/11/14, 42, 6, 29, 3, 1
2019/11/15, 30, 8, 30, 1, 1
2019/11/16, 31, 14, 37, 3, 2
2019/11/17, 48, 15, 39, 3, 1
2019/11/18, 43, 14, 28, 2, 1
2019/11/19, 39, 7, 29, 1, 1
2019/11/20, 31, 5, 27, 2, 
2019/11/21, 27, 5, 21, 3, 1
2019/11/22, 34, 10, 22, 4, 1
2019/11/23, 39, 8, 13, 1, 
2019/11/24, 24, 11, 25, 3, 1
2019/11/25, 42, 8, 28, 2, 
2019/11/26, 25, 12, 21, 5, 1
2019/11/27, 29, 7, 28, 1, 1
2019/11/28, 18, 3, 28, 2, 1
2019/11/29, 18, 5, 30, 2, 1
2019/11/30, 21, 5, 36, 1, 2
2019/12/1, 19, 5, 31, 2, 2
2019/12/2, 29, 8, 29, 1, 1
2019/12/3, 26, 6, 29, 1, 
2019/12/4, 27, 7, 31, 1, 1
2019/12/5, 28, 4, 30, 2, 1
2019/12/6, 29, 5, 24, 3, 1
2019/12/7, 24, 6, 32, 2, 
2019/12/8, 33, 9, 25, 4, 2
2019/12/9, 30, 15, 23, 5, 3
2019/12/10, 43, 23, 19, 6, 2
2019/12/11, 64, 13, 29, 2, 1
2019/12/12, 44, 4, 24, 2, 
2019/12/13, 20, 7, 28, 3, 3
2019/12/14, 30, 8, 27, 1, 
2019/12/15, 28, 8, 22, 4, 1
2019/12/16, 26, 12, 11, 3, 
2019/12/17, 42, 12, 26, 2, 
2019/12/18, 39, 12, 26, 5, 2
2019/12/19, 47, 9, 32, 2, 1
2019/12/20, 35, 14, 27, 4, 2
2019/12/21, 48, 11, 30, 3, 2
2019/12/22, 36, 4, 29, 2, 
2019/12/23, 33, 12, 30, 3, 2
2019/12/24, 41, 7, 25, 3, 1
2019/12/25, 27, 10, 21, 4, 
2019/12/26, 38, 5, 28, 1, 
2019/12/27, 22, 7, 28, 2, 1
2019/12/28, 28, 7, 23, 3, 
2019/12/29, 29, , , , 
2019/7/1, 25, 18, 42, 1, 
2019/7/2, 51, 18, 35, 1, 1
2019/7/3, 44, 11, 37, 1, 1
2019/7/4, 33, 23, 55, 2, 3
2019/7/5, 61, 9, 52, 2, 1
2019/7/6, 20, 16, 40, 1, 1
2019/7/7, 45, 16, 39, 1, 1
2019/7/8, 43, 12, 31, 1, 
2019/7/9, 33, 12, 30, 1, 
2019/7/10, 27, 14, 26, 1, 
2019/7/11, 23, 21, 44, 3, 1
2019/7/12, 54, 23, 38, 2, 1
2019/7/13, 54, 12, 30, 3, 1
2019/7/14, 36, 13, 34, 2, 1
2019/7/15, 35, 19, 46, 2, 2
2019/7/16, 50, 15, 31, 2, 1
2019/7/17, 32, 13, 17, 1, 
2019/7/18, 25, 7, 15, 2, 
2019/7/19, 21, 13, 9, 2, 1
2019/7/20, 28, 14, 10, 2, 1
2019/7/21, 24, 14, 15, 2, 
2019/7/22, 27, 17, 19, 2, 
2019/7/23, 35, 26, 35, 1, 1
2019/7/24, 55, 32, 35, 2, 3
2019/7/25, 59, 16, 19, 1, 
2019/7/26, 33, 25, 21, 2, 
2019/7/27, 56, 30, 16, 1, 2
2019/7/28, 64, 25, 21, 2, 1
2019/7/29, 53, 30, 27, 2, 2
2019/7/30, 59, 24, 27, 2, 2
2019/7/31, 48, 32, 41, 2, 2
2019/8/1, 65, 35, 35, 2, 2
2019/8/2, 70, 14, 18, 1, 1
2019/8/3, 33, 11, 21, 2, 1
2019/8/4, 29, 15, 24, 2, 1
2019/8/5, 27, 23, 7, 1, 
2019/8/6, 22, 17, 9, 1, 
2019/8/7, 21, 18, 13, 1, 1
2019/8/8, 24, 15, 14, 1, 
2019/8/9, 26, 13, 15, 1, 
2019/8/10, 23, 12, 14, 1, 
2019/8/11, 24, 13, 12, 1, 1
2019/8/12, 28, 18, 17, 2, 1
2019/8/13, 36, 28, 15, 1, 1
2019/8/14, 37, 49, 25, , 
2019/8/15, 47, 31, 37, 1, 
2019/8/16, 55, 27, 41, 1, 1
2019/8/17, 58, 35, 43, 2, 2
2019/8/18, 70, 26, 21, 2, 1
2019/8/19, 54, 17, 18, 1, 
2019/8/20, 23, 18, 14, 1, 
2019/8/21, 37, 18, 14, 1, 
2019/8/22, 30, 17, 7, 1, 
2019/8/23, 31, 18, 26, 1, 
2019/8/24, 37, 17, 38, 1, 
2019/8/25, 34, 24, 49, 3, 1
2019/8/26, 58, 18, 20, 1, 
2019/8/27, 46, 17, 11, 1, 1
2019/8/28, 28, 21, 12, 1, 1
2019/8/29, 32, 10, 13, 1, 
2019/8/30, 24, 22, 41, 2, 1
2019/8/31, 45, 25, 41, 1, 2
2019/9/1, 62, 20, 21, 1, 1
2019/9/2, 42, 10, 18, 1, 
2019/9/3, 15, 8, 16, 1, 1
2019/9/4, 32, 11, 12, , 
2019/9/5, 22, 12, 9, 1, 
2019/9/6, 24, 13, 13, 1, 
2019/9/7, 26, 16, 14, 1, 
2019/9/8, 30, 14, 18, 1, 1
2019/9/9, 30, 19, 34, 1, 1
2019/9/10, 43, 28, 34, 1, 1
2019/9/11, 60, 11, 43, 1, 
2019/9/12, 30, 10, 31, 1, 
2019/9/13, 29, 12, 35, 1, 
2019/9/14, 30, 12, 36, 1, 1
2019/9/15, 34, 11, 34, 1, 1
2019/9/16, 40, 12, 39, 1, 1
2019/9/17, 26, 13, 37, 1, 1
2019/9/18, 35, 9, 38, 1, 1
2019/9/19, 32, 11, 29, 1, 1
2019/9/20, 27, 12, 35, 2, 1
2019/9/21, 38, 22, 31, 1, 
2019/9/22, 35, 10, 31, 1, 1
2019/9/23, 26, 7, 24, 1, 1
2019/9/24, 27, 8, 39, 1, 
2019/9/25, 27, 14, 26, 1, 
2019/9/26, 29, 14, 29, 1, 
2019/9/27, 31, 14, 30, , 
2019/9/28, 29, 9, 24, 1, 1
2019/9/29, 27, 22, 37, 1, 2
2019/9/30, 53, 20, 31, 1, 2
2019/4/1, 50, 10, 46, 2, 
2019/4/2, 37, 11, 42, 2, 2
2019/4/3, 40, 10, 56, 2, 1
2019/4/4, 38, 12, 47, 2, 4
2019/4/5, 43, 22, 74, 3, 2
2019/4/6, 64, 26, 69, 3, 2
2019/4/7, 73, 17, 55, 2, 1
2019/4/8, 50, 7, 44, 2, 1
2019/4/9, 30, 7, 46, 4, 
2019/4/10, 23, 3, 39, 2, 
2019/4/11, 21, 8, 42, 3, 1
2019/4/12, 31, 8, 47, 2, 1
2019/4/13, 27, 8, 40, 2, 
2019/4/14, 36, 11, 36, 2, 1
2019/4/15, 38, 12, 38, 3, 2
2019/4/16, 36, 10, 54, 2, 1
2019/4/17, 36, 9, 51, 1, 1
2019/4/18, 32, 16, 58, 3, 4
2019/4/19, 53, 12, 49, 2, 1
2019/4/20, 37, 22, 45, 2, 2
2019/4/21, 52, 30, 57, 2, 4
2019/4/22, 81, 24, 50, 2, 2
2019/4/23, 62, 12, 35, 1, 1
2019/4/24, 24, 12, 27, 2, 1
2019/4/25, 39, 17, 40, 3, 1
2019/4/26, 42, 5, 38, 1, 
2019/4/27, 18, 6, 40, 3, 2
2019/4/28, 30, 8, 43, 2, 
2019/4/29, 26, 8, 39, 3, 1
2019/4/30, 19, 6, 25, 3, 
2019/5/1, 19, 13, 47, 1, 1
2019/5/2, 39, 21, 58, 2, 1
2019/5/3, 63, 20, 69, 2, 3
2019/5/4, 51, 19, 64, 1, 2
2019/5/5, 53, 12, 46, 1, 
2019/5/6, 36, 9, 41, 1, 1
2019/5/7, 34, 8, 54, 1, 1
2019/5/8, 36, 11, 49, 1, 1
2019/5/9, 35, 17, 60, 2, 3
2019/5/10, 52, 21, 84, 2, 2
2019/5/11, 62, 23, 88, 2, 2
2019/5/12, 64, 13, 42, 1, 2
2019/5/13, 41, 13, 36, 1, 
2019/5/14, 39, 10, 50, 2, 1
2019/5/15, 33, 13, 50, 2, 3
2019/5/16, 38, 13, 43, 1, 
2019/5/17, 35, 16, 41, , 
2019/5/18, 40, 18, 42, , 
2019/5/19, 50, 20, 40, , 
2019/5/20, 44, 13, 45, 2, 1
2019/5/21, 38, 14, 56, 2, 1
2019/5/22, 43, 16, 76, 2, 2
2019/5/23, 48, 23, 101, 2, 2
2019/5/24, 67, 28, 81, 2, 4
2019/5/25, 79, 40, 72, 1, 3
2019/5/26, 100, 23, 50, 1, 1
2019/5/27, 71, 16, 44, 2, 
2019/5/28, 38, 9, 49, 2, 1
2019/5/29, 34, 12, 64, 2, 2
2019/5/30, 40, 14, 50, 1, 2
2019/5/31, 43, 29, 70, 3, 3
2019/6/1, 81, 24, 39, 1, 2
2019/6/2, 65, 13, 54, 1, 1
2019/6/3, 47, 10, 41, 1, 
2019/6/4, 29, 8, 40, 1, 
2019/6/5, 28, 20, 52, 1, 2
2019/6/6, 56, 21, 29, 1, 
2019/6/7, 42, 5, 41, 1, 1
2019/6/8, 21, 12, 46, 1, 1
2019/6/9, 43, 14, 41, 3, 2
2019/6/10, 51, 13, 39, 2, 3
2019/6/11, 41, 9, 38, 2, 1
2019/6/12, 37, 9, 50, 1, 2
2019/6/13, 33, 13, 36, 1, 1
2019/6/14, 41, 6, 38, 1, 
2019/6/15, 20, 8, 47, 1, 1
2019/6/16, 32, 9, 44, 2, 1
2019/6/17, 27, 13, 43, 2, 2
2019/6/18, 43, 24, 44, 1, 4
2019/6/19, 61, 31, 53, 2, 2
2019/6/20, 83, 28, 47, 1, 2
2019/6/21, 68, 14, 46, 1, 1
2019/6/22, 44, 15, 42, 1, 1
2019/6/23, 51, 11, 45, 1, 1
2019/6/24, 42, 12, 61, 2, 2
2019/6/25, 49, 19, 38, 2, 1
2019/6/26, 53, 14, 19, , 1
2019/6/27, 21, 11, 25, 1, 1
2019/6/28, 30, 20, 27, 1, 2
2019/6/29, 48, 21, 18, 1, 1
2019/6/30, 39, 8, 40, 2, 
2019/1/1, 23, 8, 33, 1, 1
2019/1/2, 30, 6, 33, 2, 1
2019/1/3, 28, 6, 31, 2, 2
2019/1/4, 22, 12, 32, 3, 2
2019/1/5, 43, 10, 35, 1, 1
2019/1/6, 32, 8, 30, 4, 1
2019/1/7, 30, 14, 31, 4, 2
2019/1/8, 43, 7, 32, 2, 1
2019/1/9, 29, 10, 26, 5, 3
2019/1/10, 34, 10, 32, 3, 1
2019/1/11, 33, 12, 29, 4, 1
2019/1/12, 37, 8, 33, 2, 1
2019/1/13, 22, 6, 30, 3, 
2019/1/14, 28, 8, 19, 5, 1
2019/1/15, 23, 19, 36, 3, 1
2019/1/16, 53, 8, 31, 3, 1
2019/1/17, 35, 10, 34, 2, 
2019/1/18, 29, 11, 35, 3, 1
2019/1/19, 37, 12, 37, 3, 2
2019/1/20, 40, 14, 37, 2, 1
2019/1/21, 42, 10, 33, 3, 
2019/1/22, 32, 10, 36, 3, 1
2019/1/23, 32, 12, 34, 2, 
2019/1/24, 36, 10, 36, 2, 
2019/1/25, 33, 8, 32, 2, 2
2019/1/26, 36, 7, 34, 1, 1
2019/1/27, 27, 8, 33, 3, 2
2019/1/28, 24, 12, 35, 2, 1
2019/1/29, 34, 11, 30, 4, 2
2019/1/30, 34, 20, 27, 9, 4
2019/1/31, 52, 5, 30, 3, 1
2019/2/1, 26, 7, 31, 2, 1
2019/2/2, 30, 12, 34, 2, 3
2019/2/3, 44, 13, 37, 2, 1
2019/2/4, 39, 18, 34, 3, 1
2019/2/5, 53, 9, 29, 3, 1
2019/2/6, 33, 13, 22, 5, 2
2019/2/7, 46, 13, 35, 2, 2
2019/2/8, 40, 9, 31, 4, 1
2019/2/9, 32, 7, 34, 1, 
2019/2/10, 33, 11, 30, 3, 1
2019/2/11, 37, 11, 37, 2, 
2019/2/12, 32, 19, 39, 4, 2
2019/2/13, 56, 14, 38, 2, 1
2019/2/14, 43, 7, 33, 3, 1
2019/2/15, 28, 17, 35, 3, 1
2019/2/16, 45, 13, 38, 3, 
2019/2/17, 51, 16, 36, 5, 2
2019/2/18, 56, 10, 34, 2, 
2019/2/19, 32, 12, 35, 3, 1
2019/2/20, 34, 19, 39, 2, 1
2019/2/21, 60, 29, 40, 4, 1
2019/2/22, 84, 19, 40, 3, 1
2019/2/23, 56, 16, 39, 4, 3
2019/2/24, 52, 17, 37, 5, 4
2019/2/25, 51, 25, 44, 5, 2
2019/2/26, 68, 12, 35, 3, 
2019/2/27, 43, 10, 35, 3, 1
2019/2/28, 32, 19, 47, 3, 1
2019/3/1, 56, 25, 45, 3, 1
2019/3/2, 69, 17, 34, 3, 1
2019/3/3, 49, 7, 38, 3, 
2019/3/4, 23, 19, 45, 3, 1
2019/3/5, 61, 12, 37, 3, 1
2019/3/6, 40, 12, 47, 2, 1
2019/3/7, 46, 8, 39, 2, 1
2019/3/8, 31, 8, 44, 2, 1
2019/3/9, 27, 9, 41, 1, 
2019/3/10, 21, 3, 41, 1, 
2019/3/11, 19, 15, 52, 2, 1
2019/3/12, 47, 8, 37, 1, 
2019/3/13, 35, 10, 39, 2, 1
2019/3/14, 35, 10, 44, 2, 2
2019/3/15, 33, 6, 40, 1, 
2019/3/16, 23, 9, 42, 2, 1
2019/3/17, 33, 9, 47, 2, 1
2019/3/18, 37, 10, 34, 5, 
2019/3/19, 35, 9, 48, 2, 1
2019/3/20, 30, 11, 53, 1, 1
2019/3/21, 37, 24, 39, 2, 
2019/3/22, 68, 17, 39, 2, 
2019/3/23, 57, 8, 40, 1, 1
2019/3/24, 30, 12, 42, 4, 2
2019/3/25, 41, 13, 44, 3, 1
2019/3/26, 44, 18, 61, 1, 2
2019/3/27, 55, 18, 44, 5, 2
2019/3/28, 55, 15, 46, 3, 2
2019/3/29, 45, 15, 40, 2, 1
2019/3/30, 43, 14, 46, 2, 1
2019/3/31, 38, 13, 43, 1, 1
2018/10/1, 37, 6, 45, 1, 1
2018/10/2, 42, 14, 51, 3, 2
2018/10/3, 54, 12, 29, 3, 1
2018/10/4, 46, 15, 36, 2, 
2018/10/5, 40, 15, 33, 1, 1
2018/10/6, 33, 8, 36, 2, 1
2018/10/7, 38, 9, 39, 1, 
2018/10/8, 27, 11, 40, 4, 5
2018/10/9, 37, 15, 40, 3, 1
2018/10/10, 48, 15, 42, 2, 1
2018/10/11, 46, 7, 35, 1, 1
2018/10/12, 27, 5, 36, 2, 
2018/10/13, 28, 6, 41, 2, 2
2018/10/14, 40, 13, 37, 3, 2
2018/10/15, 52, 14, 29, 4, 1
2018/10/16, 58, 12, 42, 2, 1
2018/10/17, 48, 8, 36, 3, 1
2018/10/18, 35, 13, 52, 3, 2
2018/10/19, 52, 9, 37, 1, 1
2018/10/20, 31, 6, 40, 2, 1
2018/10/21, 29, 8, 27, 2, 2
2018/10/22, 34, 8, 19, 1, 
2018/10/23, 31, 10, 40, 2, 1
2018/10/24, 43, 19, 40, 2, 1
2018/10/25, 51, 12, 43, 1, 1
2018/10/26, 40, 12, 37, 1, 1
2018/10/27, 36, 10, 35, 2, 1
2018/10/28, 33, 11, 35, 4, 3
2018/10/29, 46, 11, 34, 2, 2
2018/10/30, 42, 8, 31, 2, 1
2018/10/31, 29, 8, 34, 1, 1
2018/11/1, 28, 5, 33, 2, 1
2018/11/2, 19, 6, 35, 2, 1
2018/11/3, 27, 8, 38, 3, 2
2018/11/4, 38, 8, 35, 3, 1
2018/11/5, 42, 12, 37, 3, 2
2018/11/6, 42, 11, 40, 2, 1
2018/11/7, 34, 8, 43, 2, 2
2018/11/8, 42, 12, 39, 3, 1
2018/11/9, 45, 13, 37, 2, 1
2018/11/10, 42, 17, 48, 2, 2
2018/11/11, 63, 20, 35, 2, 1
2018/11/12, 61, 8, 31, 2, 
2018/11/13, 25, 7, 33, 1, 
2018/11/14, 20, 8, 32, 1, 1
2018/11/15, 14, 4, 29, 3, 1
2018/11/16, 28, 6, 34, 2, 2
2018/11/17, 33, 10, 32, 3, 3
2018/11/18, 28, 10, 29, 2, 1
2018/11/19, 35, 8, 35, 2, 1
2018/11/20, 33, 16, 31, 4, 
2018/11/21, 53, 10, 33, 2, 1
2018/11/22, 38, 6, 32, 1, 1
2018/11/23, 21, 2, 29, 4, 2
2018/11/24, 21, 6, 29, 1, 2
2018/11/25, 31, 17, 34, 4, 
2018/11/26, 60, 10, 34, 3, 2
2018/11/27, 63, 22, 32, 5, 1
2018/11/28, 59, 16, 32, 3, 
2018/11/29, 46, 19, 31, 2, 1
2018/11/30, 50, 19, 39, 3, 2
2018/12/1, 57, 21, 32, 3, 2
2018/12/2, 55, 20, 35, 3, 1
2018/12/3, 43, , 31, 2, 1
2018/12/4, 32, 13, 33, 3, 2
2018/12/5, 22, 8, 22, 3, 
2018/12/6, 27, 11, 27, 2, 1
2018/12/7, 36, 5, 29, 1, 
2018/12/8, 20, 5, 29, 1, 1
2018/12/9, 24, 4, 27, 3, 1
2018/12/10, 19, 4, 26, 4, 2
2018/12/11, 15, 4, 30, 2, 1
2018/12/12, 21, 7, 26, 3, 2
2018/12/13, 28, 8, 29, 3, 1
2018/12/14, 31, 6, 28, 2, 
2018/12/15, 23, 6, 23, 1, 1
2018/12/16, 24, 4, 31, 2, 1
2018/12/17, 27, 12, 32, 2, 1
2018/12/18, 41, 10, 29, 2, 
2018/12/19, 34, 13, 23, 4, 1
2018/12/20, 46, 20, 28, 7, 2
2018/12/21, 52, 8, 32, 4, 1
2018/12/22, 29, 14, 33, 4, 1
2018/12/23, 38, 7, 32, 2, 1
2018/12/24, 30, 9, 25, 5, 2
2018/12/25, 27, 12, 28, 5, 2
2018/12/26, 36, 10, 33, 1, 1
2018/12/27, 36, 4, 31, 1, 
2018/12/28, 17, 2, 31, 1, 
2018/12/29, 16, 4, 30, 2, 1
2018/12/30, 24, , , , 
2018/7/1, 48, 20, 15, 1, 
2018/7/2, 41, 17, 14, , 
2018/7/3, 36, 21, 21, 1, 
2018/7/4, 38, 17, 21, 1, 
2018/7/5, 27, 16, 12, 1, 
2018/7/6, 30, 13, 14, 1, 1
2018/7/7, 26, 9, 14, 1, 
2018/7/8, 25, 19, 21, 2, 1
2018/7/9, 33, 25, 22, 2, 
2018/7/10, 40, 16, 19, 2, 2
2018/7/11, 37, 28, 36, 1, 1
2018/7/12, 67, 27, 57, 2, 2
2018/7/13, 68, 35, 73, 2, 2
2018/7/14, 77, 44, 48, 3, 2
2018/7/15, 85, 48, 42, 3, 2
2018/7/16, 96, 36, 30, 3, 1
2018/7/17, 78, 33, 39, 4, 2
